站號,地區,站名,lng,lat,總車位,可借車位數,可還空位數,營運狀態,可借車佔比
1492,五股區,新北市勞工活動中心,121.450980,25.061490,34,23,11,1,0.6764705882352942
1493,板橋區,板橋重慶公園,121.463160,25.000080,40,3,30,1,0.075
1494,林口區,林口社區運動公園(公園路),121.374400,25.074640,40,18,22,1,0.45
1495,中和區,山北公園,121.500140,25.006530,24,13,11,1,0.5416666666666666
1496,中和區,捷運景平站,121.515630,24.992020,38,20,18,1,0.5263157894736842
1497,新莊區,中港大排願景館,121.451170,25.058940,30,24,6,1,0.8
1498,新莊區,頭前國小,121.465270,25.052480,30,19,11,1,0.6333333333333333
1499,淡水區,輕軌淡金北新站,121.453330,25.180180,46,10,36,1,0.21739130434782608
1500,永和區,忠孝活動中心,121.515280,25.016770,20,9,11,1,0.45
1501,淡水區,淡水海關碼頭園區,121.431550,25.174760,30,24,6,1,0.8
1502,板橋區,縣民漢生東路口,121.467090,25.015600,56,4,52,1,0.07142857142857142
1503,板橋區,時光公園,121.479730,25.036150,32,6,25,1,0.1875
1504,中和區,積穗國中,121.478080,24.999770,24,7,17,1,0.2916666666666667
1505,土城區,員和公園,121.442540,24.979040,68,11,49,1,0.16176470588235295
1506,板橋區,環河公園,121.450640,25.016660,36,6,30,1,0.16666666666666666
1507,新店區,中興中正路口,121.546170,24.969910,22,2,20,1,0.09090909090909091
1508,新莊區,新莊國民運動中心,121.449620,25.039610,40,9,31,1,0.225
1509,中和區,佳和公園(中山路二段64巷),121.502960,25.004690,36,0,0,1,0
1510,三峽區,三鶯國民運動中心,121.369410,24.936140,32,11,21,1,0.34375
1511,蘆洲區,彩虹兒童公園,121.464600,25.088710,36,10,26,1,0.2777777777777778
1512,林口區,崇林國中,121.371340,25.067540,34,29,5,1,0.8529411764705882
1513,三重區,碧華公園(集勇街),121.485540,25.084150,30,7,23,1,0.23333333333333334
1514,土城區,延吉街47巷口,121.472220,24.987690,28,0,0,1,0
1515,板橋區,大觀路二段19巷,121.450790,25.002560,30,9,15,1,0.3
1516,五股區,成泰路一段(中油),121.435650,25.078430,26,6,20,1,0.23076923076923078
1517,土城區,清和里(青雲路),121.458740,24.975120,32,10,22,1,0.3125
1601,淡水區,輕軌濱海沙崙站,121.430600,25.189950,30,7,23,1,0.23333333333333334
1602,淡水區,輕軌淡海新市鎮站,121.432860,25.196230,30,4,26,1,0.13333333333333333
1603,淡水區,輕軌崁頂站,121.435020,25.201250,18,7,11,1,0.3888888888888889
1604,淡水區,輕軌淡江大學站,121.456130,25.176530,40,2,38,1,0.05
1605,淡水區,輕軌新市一路站,121.448370,25.183450,34,12,22,1,0.35294117647058826
1607,板橋區,四川忠孝路口,121.459240,25.001490,34,11,23,1,0.3235294117647059
1608,五股區,陸光國宅,121.430790,25.088810,30,9,15,1,0.3
1609,板橋區,仁化文新路口,121.479190,25.034630,28,5,23,1,0.17857142857142858
1610,樹林區,中山新興街口,121.400230,24.974990,40,10,29,1,0.25
1611,板橋區,信義公園市民活動中心,121.457500,24.991700,34,7,27,1,0.20588235294117646
1612,三重區,文中小停車場,121.482550,25.058990,40,7,32,1,0.175
1613,新店區,安康高中,121.515050,24.968860,70,36,33,1,0.5142857142857142
1614,新店區,中正路284巷,121.538420,24.974700,28,9,18,1,0.32142857142857145
1615,五股區,御史路1巷,121.441920,25.090440,30,10,14,1,0.3333333333333333
1616,淡水區,新市二路二段,121.427930,25.195240,30,15,15,1,0.5
1617,新店區,光明街,121.540090,24.963160,20,0,20,1,0
1618,中和區,環河西路三段(日安社區),121.493210,25.007740,24,12,11,1,0.5
1619,板橋區,民生中山路口,121.473460,25.016060,22,2,20,1,0.09090909090909091
1620,板橋區,重慶國小,121.462530,24.993730,14,6,8,1,0.42857142857142855
1621,板橋區,板橋真武廟,121.485940,25.020460,34,11,22,1,0.3235294117647059
1622,鶯歌區,鶯歌國民運動中心,121.357750,24.951340,36,12,23,1,0.3333333333333333
1623,板橋區,南雅公園,121.455160,25.003870,40,1,39,1,0.025
1624,新店區,中正民權路口,121.533600,24.982630,80,38,41,1,0.475
1625,板橋區,捷運新埔站(1號出口),121.467450,25.023500,94,53,41,1,0.5638297872340425
1626,中和區,中原東街(左岸牡丹園),121.485920,25.012900,38,2,36,1,0.05263157894736842
1627,土城區,土城仁愛社區公園,121.460620,24.980390,34,5,28,1,0.14705882352941177
1628,新店區,五峰國中,121.543230,24.965910,22,10,12,1,0.45454545454545453
1629,八里區,大崁國小,121.419380,25.160640,36,20,16,1,0.5555555555555556
1630,三重區,東海高中,121.479420,25.064840,40,38,2,1,0.95
1631,土城區,中山1號科技總部,121.412120,24.960450,36,22,13,1,0.6111111111111112
1632,新莊區,中平國中,121.444070,25.054260,40,31,9,1,0.775
1633,蘆洲區,仁愛街70巷口,121.471260,25.093980,24,1,23,1,0.041666666666666664
1634,新店區,中印青潭廠,121.559470,24.954460,18,8,7,1,0.4444444444444444
1635,淡水區,淡江大學(水源街),121.452360,25.174570,42,2,40,1,0.047619047619047616
1636,板橋區,健華新城社區,121.465300,25.019270,52,7,45,1,0.1346153846153846
1637,淡水區,美麗新淡海影城,121.438780,25.197830,44,0,43,1,0
1638,新店區,寶橋路235巷口,121.552340,24.979550,36,22,14,1,0.6111111111111112
1639,新店區,安康立體停車場,121.512670,24.962610,32,3,29,1,0.09375
1640,樹林區,全球傳動科技公司,121.414810,25.008010,38,35,3,1,0.9210526315789473
1641,中和區,興南路二段34巷口,121.507010,24.985390,24,2,22,1,0.08333333333333333
1642,三峽區,復興民生街口,121.373240,24.937010,38,6,32,1,0.15789473684210525
1643,板橋區,環河西大漢街口,121.461200,25.031830,40,9,31,1,0.225
1644,八里區,十三行博物館,121.405880,25.156970,46,22,24,1,0.4782608695652174
1645,板橋區,莒光國小,121.474650,25.025650,30,1,29,1,0.03333333333333333
1646,林口區,林口郵局,121.364530,25.066670,38,10,28,1,0.2631578947368421
1647,林口區,竹林山觀音寺,121.389830,25.084520,34,9,24,1,0.2647058823529412
1648,新店區,青潭河濱公園,121.547400,24.950910,22,13,7,1,0.5909090909090909
1649,中和區,捷運中和站,121.495870,25.002210,28,10,18,1,0.35714285714285715
1650,淡水區,公23公園,121.428910,25.199850,22,10,11,1,0.45454545454545453
1651,中和區,捷運秀朗橋站,121.525490,24.990390,34,22,11,1,0.6470588235294118
1652,板橋區,板橋中山公園,121.471090,25.023360,22,4,18,1,0.18181818181818182
1653,中和區,民有公園,121.474750,25.008680,40,7,32,1,0.175
1654,三重區,仁愛街112巷,121.494880,25.074860,40,3,29,1,0.075
1655,中和區,華新街109巷11弄,121.508730,24.979960,50,10,40,1,0.2
1656,汐止區,康寧街307巷,121.626970,25.068090,40,24,15,1,0.6
1657,三重區,中興橋(環河南路254巷口),121.491380,25.050520,40,17,23,1,0.425
1658,林口區,新林國小,121.359950,25.070160,40,9,31,1,0.225
1659,淡水區,滬尾藝文休閒園區,121.428510,25.175940,26,6,19,1,0.23076923076923078
1660,汐止區,康福公園,121.637480,25.068940,20,9,11,1,0.45
1661,淡水區,新市二路四段,121.441850,25.192540,28,5,23,1,0.17857142857142858
1662,淡水區,義山新市一路口,121.437360,25.186230,22,12,18,1,0.5454545454545454
1663,新莊區,中信國小,121.449570,25.055720,40,9,31,1,0.225
1664,板橋區,捷運板新站,121.471240,25.014090,82,20,60,1,0.24390243902439024
1665,板橋區,三抱竹,121.441390,24.998640,26,11,15,1,0.4230769230769231
1667,三重區,慈愛公園,121.484610,25.081190,18,2,16,1,0.1111111111111111
1668,汐止區,汐止火車站停車場,121.661680,25.067950,88,50,36,1,0.5681818181818182
1669,土城區,頂埔市場,121.415080,24.958190,34,1,27,1,0.029411764705882353
1670,樹林區,樹林藝文綜合行政大樓,121.429100,24.995460,60,23,37,1,0.38333333333333336
1671,中和區,光華橋(保平路),121.507900,25.004520,36,18,18,1,0.5
1672,泰山區,台北花園廣場社區,121.426000,25.064140,30,4,26,1,0.13333333333333333
1673,永和區,民權社區活動中心,121.519680,24.997780,22,12,7,1,0.5454545454545454
1674,板橋區,捷運新埔站(5號出口),121.468280,25.024020,56,20,36,1,0.35714285714285715
1675,中和區,捷運橋和站,121.489210,25.005590,62,52,7,1,0.8387096774193549
1676,鶯歌區,國中二甲路口,121.338670,24.939500,30,16,14,1,0.5333333333333333
1677,新店區,陽光Park社區,121.515550,24.979400,32,6,26,1,0.1875
1678,新店區,捷運十四張站,121.527930,24.984500,80,2,78,1,0.025
1679,五股區,芳洲八路,121.446370,25.088800,30,9,20,1,0.3
1680,三重區,後竹圍市民活動中心,121.485760,25.072460,32,9,23,1,0.28125
1681,林口區,林口國民運動中心,121.380930,25.086010,40,10,27,1,0.25
1682,土城區,中央路一段292巷口,121.443680,24.982650,48,2,45,1,0.041666666666666664
1683,深坑區,深坑松柏街,121.638520,25.010960,34,15,13,1,0.4411764705882353
1684,金山區,金美國小,121.636330,25.219730,28,10,18,1,0.35714285714285715
1685,金山區,金山八德街,121.634690,25.223650,30,9,20,1,0.3
1687,新店區,寶橋路78巷口,121.547600,24.973680,44,22,15,1,0.5
1688,鶯歌區,鳳福公園,121.329380,24.975720,40,13,26,1,0.325
1689,林口區,林口新創園,121.376090,25.075830,32,29,2,1,0.90625
1690,中和區,漳和國中,121.505000,25.002410,50,30,18,1,0.6
1691,新莊區,遠東動力企業總部,121.429990,25.031130,30,25,5,1,0.8333333333333334
1692,土城區,清水社區公園,121.462890,24.984000,54,5,49,1,0.09259259259259259
1693,林口區,國立師範大學林口校區(測試站),121.397950,25.068040,16,0,16,1,0
1694,土城區,斬龍山遺址文化公園,121.447750,24.976570,50,31,19,1,0.62
1695,汐止區,長安橋(吉祥街12巷),121.668460,25.080330,54,10,41,1,0.18518518518518517
1696,三重區,三重商工(後竹圍街),121.479760,25.070310,36,10,26,1,0.2777777777777778
1697,板橋區,香社一藝文街口(歡喜市社區),121.450790,25.020780,40,12,22,1,0.3
1698,板橋區,浮洲合宜住宅(合宜合安一路口),121.448630,24.998490,50,8,41,1,0.16
1699,新莊區,中正福海街口,121.444890,25.034590,44,0,44,1,0
1700,中和區,德光莒光路口,121.471340,25.004590,38,2,36,1,0.05263157894736842
1701,新莊區,捷運幸福站,121.460520,25.049580,16,3,13,1,0.1875
1702,五股區,成泰路4段22巷,121.455960,25.108260,48,14,27,1,0.2916666666666667
1703,新店區,新店高中(中央路),121.531030,24.975080,42,24,12,1,0.5714285714285714
1705,新店區,新店行政園區,121.542050,24.967570,86,62,22,1,0.7209302325581395
1706,金山區,中角灣,121.632340,25.239000,20,7,13,1,0.35
1707,樹林區,俊興三龍街口,121.418210,25.017040,30,12,18,1,0.4
1708,新店區,綠湖公園,121.547510,24.977560,36,17,15,1,0.4722222222222222
1709,中和區,捷運景安站,121.504720,24.993520,82,25,57,1,0.3048780487804878
1710,林口區,林口婦幼公園,121.377520,25.072310,28,6,22,1,0.21428571428571427
1711,土城區,金城裕民路口(金城舞社區),121.454660,24.981560,34,12,22,1,0.35294117647058826
1712,林口區,湖南市民活動中心,121.374280,25.084230,30,9,20,1,0.3
1713,板橋區,埤墘公園,121.474220,25.023320,30,4,26,1,0.13333333333333333
1714,五股區,德泰公園,121.434730,25.068020,28,14,11,1,0.5
1715,板橋區,華江一華江六路口(仰真社區),121.470250,25.034020,32,8,23,1,0.25
1716,板橋區,華江一華江五路口(雙江翠社區),121.472520,25.034560,32,13,18,1,0.40625
1717,板橋區,捷運新埔民生站,121.466567,25.025979,32,5,27,1,0.15625
1718,萬里區,野柳地質公園,121.690132,25.204771,50,11,36,1,0.22
1719,石門區,白沙灣,121.522085,25.285491,50,10,40,1,0.2
1720,板橋區,文化路二段182巷1弄,121.472405,25.029258,40,15,24,1,0.375
1721,三芝區,淺水灣,121.471307,25.252317,44,10,34,1,0.22727272727272727
1722,新店區,安居公教住宅,121.512927,24.959504,30,14,15,1,0.4666666666666667
1723,蘆洲區,林建生紀念圖書館,121.469879,25.088434,34,4,30,1,0.11764705882352941
1724,板橋區,永翠藝文街口(大禾社區),121.450290,25.018010,38,12,25,1,0.3157894736842105
1725,三峽區,三峽國中,121.369399,24.938882,50,43,6,1,0.86
1726,新莊區,宏匯廣場,121.449083,25.059319,40,15,25,1,0.375
1727,八里區,八里行政中心,121.407211,25.153974,36,20,16,1,0.5555555555555556
1728,三重區,疏洪東竹圍仔街口,121.486398,25.048614,26,11,13,1,0.4230769230769231
1729,新店區,民生路156巷,121.527509,24.982019,26,4,22,1,0.15384615384615385
1730,瑞芳區,深澳漁港,121.818566,25.129973,30,16,5,1,0.5333333333333333
1731,新莊區,新北大道昌平街口(臨時站),121.454735,25.060353,16,6,10,1,0.375
1732,新莊區,新泰路255巷口,121.442696,25.039314,36,10,26,1,0.2777777777777778
1734,土城區,中華城林路口,121.438631,24.974993,44,30,12,1,0.6818181818181818
1736,樹林區,中山八德街口,121.417765,24.985156,32,4,27,1,0.125
1737,新店區,順德街(御中央3社區),121.529800,24.978860,40,20,14,1,0.5
1738,淡水區,輕軌漁人碼頭站,121.418820,25.182020,38,10,28,1,0.2631578947368421
1739,五股區,凌雲路一段158巷口,121.448100,25.103520,30,5,25,1,0.16666666666666666
1740,土城區,中央慶利街口(風華綠中央社區),121.440520,24.973380,16,5,10,1,0.3125
1741,新店區,央北青年社會住宅,121.526430,24.982630,58,1,50,1,0.017241379310344827
1742,新莊區,瓊林公園,121.442450,25.026290,30,12,17,1,0.4
1743,新莊區,宏匯思源廣場,121.459050,25.057480,40,0,2,1,0
1744,板橋區,環河西新月一街口(新月天地社區),121.452950,25.026650,32,0,-2,1,0
1745,板橋區,永翠藝文街口(柏克萊公園社區),121.450660,25.018110,40,22,18,1,0.55
1746,汐止區,矽谷園區,121.634470,25.062270,48,17,23,1,0.3541666666666667
1747,淡水區,輕軌沙崙站,121.416750,25.187370,30,4,26,1,0.13333333333333333
1748,深坑區,深坑雲鄉路,121.621010,24.999880,16,3,13,1,0.1875
1749,三峽區,三峽國光青年社會住宅,121.376860,24.937430,52,22,19,1,0.4230769230769231
1750,新店區,十四張央北二路口(波爾多社區),121.526350,24.982850,40,13,19,1,0.325
1751,板橋區,藝文藝文二街口(大悅社區),121.451370,25.021790,32,0,0,1,0
1752,汐止區,福德一路201巷口(福德ONE社區),121.635100,25.065750,40,0,0,1,0
1753,樹林區,四維國凱街口(立天下社區),121.422410,24.979320,40,17,21,1,0.425
1754,三重區,頂崁公園,121.475600,25.054930,32,19,7,1,0.59375
1755,土城區,青雲路451巷口(紐約艾美社區),121.458730,24.974750,36,0,0,1,0
1756,板橋區,華江九華江一路口(匯翠社區),121.466130,25.032990,34,10,24,1,0.29411764705882354
1757,金山區,中山環金路口,121.641400,25.217940,34,11,21,1,0.3235294117647059
1758,金山區,中山溫泉公園,121.641770,25.221080,50,12,31,1,0.24
1759,土城區,學士學府路口(大苑社區),121.445270,24.976690,34,0,0,1,0
1760,八里區,龍米停車場,121.436040,25.156780,36,17,18,1,0.4722222222222222
1761,中和區,雙和醫院,121.494110,24.993670,30,22,8,1,0.7333333333333333
1762,新店區,寶高智慧產業園區,121.551330,24.977500,60,23,33,1,0.38333333333333336
1763,三重區,捷運三重站(1號出口),121.483220,25.054640,40,12,25,1,0.3
